ID,SKU,Marke,Produkt,Kategorie,Status,Beschreibung neu,Kurzbeschreibung neu,SEO-Titel,Meta-Description,Focus-Keyword,Quelle
7433,HJ-8843262,(sonstige),"Topf ca. 15x15x20cm – 3,5L",Pflanzentöpfe,fertig,"<p>Der Vierkanttopf fasst 3,5 Liter und misst etwa 15 × 15 × 20 cm. Die eckige Form ist der eigentliche Punkt: Quadratische Töpfe lassen sich lückenlos aneinanderstellen, runde nicht.</p>
<p>Gefertigt ist er aus schwarzem Kunststoff, der sich für Innen- und Außenanbau eignet. In dieser Größe wird er vor allem für Sämlinge und Jungpflanzen eingesetzt.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Volumen:</b> 3,5 Liter</li>
<li><b>Maße:</b> ca. 15 × 15 × 20 cm</li>
<li><b>Form:</b> viereckig</li>
<li><b>Material:</b> Kunststoff</li>
<li><b>Farbe:</b> Schwarz</li>
<li><b>Einsatzbereich:</b> Innen- und Außenanbau</li>
</ul>
<h3>Hinweise</h3>
<p>Eckige Töpfe nutzen die Stellfläche besser aus als runde – auf einem Quadratmeter passen entsprechend mehr Pflanzen. Auf Abzugslöcher und einen Untersetzer sollte man trotzdem achten.</p>
","<p>Viereckiger Pflanztopf mit 3,5 Litern Volumen und 15 × 15 × 20 cm – für Sämlinge und Jungpflanzen.</p>
","Pflanztopf 3,5 Liter viereckig kaufen | Hanfjack","Vierkanttopf mit 3,5 Liter Volumen, ca. 15 × 15 × 20 cm: schwarzer Kunststoff, für Innen- und Außenanbau. Jetzt bei Hanfjack bestellen.","Topf ca. 15x15x20cm – 3,5L","Produktdaten Shop, abgerufen 14.09.2026"
7432,HJ-8327457,(sonstige),"Topf ca. 28x28x28,5cm – 14L",Pflanzentöpfe,fertig,"<p>Der Vierkanttopf fasst 14 Liter und misst etwa 28 × 28 × 28,5 cm. Die eckige Form ist der eigentliche Punkt: Quadratische Töpfe lassen sich lückenlos aneinanderstellen, runde nicht.</p>
<p>Gefertigt ist er aus schwarzem Kunststoff, der sich für Innen- und Außenanbau eignet. Diese Größe dient meist als Zwischenstufe beim Umtopfen oder für kleinere Pflanzen.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Volumen:</b> 14 Liter</li>
<li><b>Maße:</b> ca. 28 × 28 × 28,5 cm</li>
<li><b>Form:</b> viereckig</li>
<li><b>Material:</b> Kunststoff</li>
<li><b>Farbe:</b> Schwarz</li>
<li><b>Einsatzbereich:</b> Innen- und Außenanbau</li>
</ul>
<h3>Hinweise</h3>
<p>Eckige Töpfe nutzen die Stellfläche besser aus als runde – auf einem Quadratmeter passen entsprechend mehr Pflanzen. Auf Abzugslöcher und einen Untersetzer sollte man trotzdem achten.</p>
","<p>Viereckiger Pflanztopf mit 14 Litern Volumen und 28 × 28 × 28,5 cm – Zwischengröße beim Umtopfen.</p>
",Pflanztopf 14 Liter viereckig kaufen | Hanfjack,"Vierkanttopf mit 14 Liter Volumen, ca. 28 × 28 × 28,5 cm: schwarzer Kunststoff, für Innen- und Außenanbau. Jetzt bei Hanfjack bestellen.","Topf ca. 28x28x28,5cm – 14L","Produktdaten Shop, abgerufen 14.09.2026"
7431,HJ-8825816,(sonstige),Topf ca. 31x31x31cm – 18L,Pflanzentöpfe,fertig,"<p>Der Vierkanttopf fasst 18 Liter und misst etwa 31 × 31 × 31 cm. Die eckige Form ist der eigentliche Punkt: Quadratische Töpfe lassen sich lückenlos aneinanderstellen, runde nicht.</p>
<p>Gefertigt ist er aus schwarzem Kunststoff, der sich für Innen- und Außenanbau eignet. In dieser Größe eignet er sich für mittlere bis große Pflanzen und für Mutterpflanzen.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Volumen:</b> 18 Liter</li>
<li><b>Maße:</b> ca. 31 × 31 × 31 cm</li>
<li><b>Form:</b> viereckig</li>
<li><b>Material:</b> Kunststoff</li>
<li><b>Farbe:</b> Schwarz</li>
<li><b>Einsatzbereich:</b> Innen- und Außenanbau</li>
</ul>
<h3>Hinweise</h3>
<p>Eckige Töpfe nutzen die Stellfläche besser aus als runde – auf einem Quadratmeter passen entsprechend mehr Pflanzen. Auf Abzugslöcher und einen Untersetzer sollte man trotzdem achten.</p>
","<p>Viereckiger Pflanztopf mit 18 Litern Volumen und 31 × 31 × 31 cm – für mittlere bis große Pflanzen.</p>
",Pflanztopf 18 Liter viereckig kaufen | Hanfjack,"Vierkanttopf mit 18 Liter Volumen, ca. 31 × 31 × 31 cm: schwarzer Kunststoff, für Innen- und Außenanbau. Jetzt bei Hanfjack bestellen.",Topf ca. 31x31x31cm – 18L,"Produktdaten Shop, abgerufen 14.09.2026"
30219,HJ-9999610,(sonstige),Topf ca. 37x37x37cm – 30L,Pflanzentöpfe,fertig,"<p>Der Vierkanttopf fasst 30 Liter und misst etwa 37 × 37 × 37 cm. Die eckige Form ist der eigentliche Punkt: Quadratische Töpfe lassen sich lückenlos aneinanderstellen, runde nicht.</p>
<p>Gefertigt ist er aus schwarzem Kunststoff, der sich für Innen- und Außenanbau eignet. Mit 30 Litern ist er für große Pflanzen und lange Vegetationsphasen ausgelegt.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Volumen:</b> 30 Liter</li>
<li><b>Maße:</b> ca. 37 × 37 × 37 cm</li>
<li><b>Form:</b> viereckig</li>
<li><b>Material:</b> Kunststoff</li>
<li><b>Farbe:</b> Schwarz</li>
<li><b>Einsatzbereich:</b> Innen- und Außenanbau</li>
</ul>
<h3>Hinweise</h3>
<p>Eckige Töpfe nutzen die Stellfläche besser aus als runde – auf einem Quadratmeter passen entsprechend mehr Pflanzen. Auf Abzugslöcher und einen Untersetzer sollte man trotzdem achten.</p>
","<p>Viereckiger Pflanztopf mit 30 Litern Volumen und 37 × 37 × 37 cm – für große Pflanzen und lange Zyklen.</p>
",Pflanztopf 30 Liter viereckig kaufen | Hanfjack,"Vierkanttopf mit 30 Liter Volumen, ca. 37 × 37 × 37 cm: schwarzer Kunststoff, für Innen- und Außenanbau. Jetzt bei Hanfjack bestellen.",Topf ca. 37x37x37cm – 30L,"Produktdaten Shop, abgerufen 14.09.2026"
9021,HJ-4828436,(sonstige),Tortuga verde Drehfilter Slim 6 mm ca. 104 Filter,Filter / Angebote,fertig,"<p>Die Tortuga Verde Drehfilter Slim haben 6 mm Durchmesser. Eine Packung enthält rund 104 Filter in recyclingfähigem Papier.</p>
<p>Der Hersteller stellt in Europa her und verzichtet nach eigenen Angaben auf Chemikalien, Bleichmittel und Mikroplastik – der wesentliche Unterschied zu herkömmlichen Zellulosefiltern.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Inhalt:</b> ca. 104 Filter</li>
<li><b>Durchmesser:</b> 6 mm</li>
<li><b>Eigenschaften:</b> ohne Bleichmittel, ohne Mikroplastik</li>
<li><b>Verpackung:</b> recyclingfähiges Papier</li>
<li><b>Herstellung:</b> Europa</li>
</ul>
<h3>Hinweise</h3>
<p>Sechs Millimeter sind das Slim-Maß und passen in gängige Slim-Formate. Für Regular-Papiere mit 9 mm Filteraufnahme sind sie zu schmal.</p>
","<p>Rund 104 Slim-Drehfilter mit 6 mm Durchmesser – ohne Bleichmittel und Mikroplastik, in recyclingfähigem Papier.</p>
",Tortuga Verde Drehfilter Slim 6 mm kaufen | Hanfjack,"Tortuga Verde Drehfilter Slim: ca. 104 Filter mit 6 mm Durchmesser, ohne Bleichmittel und Mikroplastik. Jetzt bei Hanfjack bestellen.",Tortuga verde Drehfilter Slim 6 mm ca. 104 Filter,"Produktdaten Shop, abgerufen 14.09.2026"
15600,HJ-8434382,(sonstige),White Elephant Bristle Pipe Cleaner 80 Stück,Headshop,fertig,"<p>Die White Elephant Bristle Pipe Cleaner sind Reinigungsbürsten mit 16,5 cm Länge. Die Packung enthält 80 Stück.</p>
<p>Der Draht ist mit Nylonborsten besetzt und lässt sich biegen, sodass sich auch gekrümmte Kanäle erreichen lassen. Verwendet werden sie für Pfeifen, Glas-Tips, Bongs und Vaporizerschläuche.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Inhalt:</b> 80 Stück</li>
<li><b>Länge:</b> 16,5 cm</li>
<li><b>Borsten:</b> Nylon</li>
<li><b>Aufbau:</b> biegsamer Draht mit Borstenbesatz</li>
<li><b>Geeignet für:</b> Pfeifen, Glas-Tips, Bongs, Vaporizerschläuche</li>
</ul>
<h3>Hinweise</h3>
<p>Bei Glasteilen sollte man darauf achten, dass der Drahtkern nicht freiliegt – sonst können Kratzer entstehen. Angebrochene oder verbogene Bürsten besser austauschen.</p>
","<p>80 Reinigungsbürsten mit 16,5 cm Länge und Nylonborsten – für Pfeifen, Glas-Tips, Bongs und Vaporizerschläuche.</p>
",White Elephant Pipe Cleaner 80 Stück kaufen | Hanfjack,"White Elephant Bristle Pipe Cleaner: 80 Reinigungsbürsten à 16,5 cm mit Nylonborsten. Jetzt bei Hanfjack bestellen.",White Elephant Bristle Pipe Cleaner 80 Stück,"Produktdaten Shop, abgerufen 14.09.2026"
9727,HJ-4624267,(sonstige),Zeitschaltuhr mechanisch 30 Minuten Intervall Garden Highpro,Growzubehör,fertig,"<p>Diese mechanische Zeitschaltuhr von Garden Highpro schaltet in 30-Minuten-Intervallen. Sie belastet sich mit bis zu 3.680 Watt bei 16 Ampere.</p>
<p>Mechanische Schaltuhren haben keine Elektronik, die bei einem Stromausfall neu programmiert werden müsste – nach dem Wiedereinschalten läuft die Scheibe schlicht weiter, nur eben mit dem Versatz der Ausfallzeit.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Schaltintervall:</b> 30 Minuten</li>
<li><b>Maximale Last:</b> 3.680 W</li>
<li><b>Belastbarkeit:</b> 16 A</li>
<li><b>Bauart:</b> mechanisch mit Schaltscheibe</li>
<li><b>Einsatz:</b> Ventilatoren, Abluft, LED-Leuchten, Bewässerung</li>
</ul>
<h3>Hinweise</h3>
<p>Bei LED-Vorschaltgeräten und Pumpen treten beim Einschalten kurzzeitig höhere Ströme auf als im Betrieb. Die Dauerlast sollte deshalb deutlich unter dem Nennwert bleiben.</p>
","<p>Mechanische Zeitschaltuhr mit 30-Minuten-Intervallen für bis zu 3.680 W und 16 A.</p>
",Zeitschaltuhr mechanisch 30 Minuten Intervall kaufen | Hanfjack,"Mechanische Zeitschaltuhr: 30-Minuten-Intervalle, bis 3.680 W und 16 A, für Growzelt-Technik. Jetzt bei Hanfjack bestellen.",Zeitschaltuhr mechanisch 30 Minuten Intervall Garden Highpro,"Produktdaten Shop, abgerufen 14.09.2026"
30303,HJ-2154519,(sonstige),e-zwider Strawberry flavored 1 1/2 – 1 Box,Papers / Angebote,fertig,"<p>Die e-zwider Papers im Format 1 1/4 sind mit Erdbeeraroma versehen. Der Hersteller stammt aus Belgien.</p>
<p>Diese Verkaufseinheit ist eine Box mit 24 Booklets zu je 32 Blatt – insgesamt 768 Blättchen.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Inhalt:</b> Box mit 24 Booklets</li>
<li><b>Je Booklet:</b> 32 Blatt</li>
<li><b>Format:</b> 1 1/4</li>
<li><b>Aroma:</b> Erdbeere</li>
<li><b>Herkunft:</b> Belgien</li>
</ul>
<h3>Hinweise</h3>
<p>Aromatisierte Papiere sollten im geschlossenen Booklet gelagert werden. Offen liegend verlieren sie ihr Aroma innerhalb weniger Tage.</p>
","<p>Box mit 24 Booklets à 32 Blatt im Format 1 1/4 mit Erdbeeraroma – Original aus Belgien.</p>
",e-zwider Strawberry 1 1/4 Box kaufen | Hanfjack,"e-zwider Strawberry 1 1/4: Box mit 24 Booklets à 32 Blatt, mit Erdbeeraroma, aus Belgien. Jetzt bei Hanfjack bestellen.",e-zwider Strawberry flavored 1 1/2 – 1 Box,"Produktdaten Shop, abgerufen 14.09.2026"
18961,HJ-1811242,Anesia Seeds,Anesia Seeds Afghanica – 3 Stück,Angebote / Feminisiert,fertig,"<p>Die Afghanica stammt aus einem Tal auf rund 800 Metern Höhe in Afghanistan – eine reine Indica-Landrasse, über Generationen auf Haschischgewinnung selektiert.</p>
<p>Das kontinentale Klima ihrer Herkunft – heiße Sommer, sehr kalte Winter – hat eine robuste, schnell blühende Pflanze hervorgebracht. Sie bleibt niedrig, bildet dicke Seitentriebe und zeigt laut Anesia eine gute Widerstandskraft gegen Schimmel und Krankheiten.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> afghanische Landrasse</li>
<li><b>Genanteile:</b> 100 % Indica</li>
<li><b>THC:</b> keine Angabe des Züchters</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Blütezeit:</b> 7 bis 9 Wochen</li>
<li><b>Ertrag indoor:</b> 500 g/m²</li>
<li><b>Ertrag outdoor:</b> 600 bis 700 g/Pflanze</li>
<li><b>Erntezeit outdoor:</b> Ende September bis Anfang Oktober</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert</li>
</ul>
<h3>Aroma</h3>
<p>Anesia beschreibt das Aroma als erdig mit schwerer blumiger Note; im Rauch kommt der typisch süße Haschischgeschmack dazu.</p>
<h3>Wirkung</h3>
<p>Der Züchter nennt eine ausgeprägt körperliche Wirkung.</p>
<h3>Hinweise</h3>
<p>Einen THC-Prozentwert nennt Anesia zu dieser Sorte nicht – wir tragen an dieser Stelle keine geschätzte Zahl ein. Die dichten Blüten brauchen trotz der guten Schimmelresistenz Luftbewegung im letzten Blütedrittel.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Reine afghanische Indica-Landrasse mit 7 bis 9 Wochen Blüte – 500 g/m² indoor, bis 700 g draußen.</p>
",Afghanica Hanfsamen kaufen | Hanfjack,"Anesia Afghanica: reine Indica-Landrasse aus Afghanistan, 7–9 Wochen Blüte, 500 g/m². Jetzt bei Hanfjack bestellen.",Afghanica Samen,"anesiaseeds.com, abgerufen 14.09.2026"
18972,HJ-7115356,Anesia Seeds,Anesia Seeds Amnesia Flash Auto – 3 Samen,Angebote / Automatisch,fertig,"<p>Die Amnesia Flash Auto ist die selbstblühende Fassung der cupprämierten Amnesia Flash – und mit neun Wochen von der Keimung bis zur Ernte eine der schnellsten Sorten im Programm.</p>
<p>In dieser Zeit wird die Pflanze bis zu 120 cm hoch und bildet lange Seitentriebe mit dichten Blüten. Anesia nennt 550 g/m² indoor und bis zu 200 g pro Pflanze im Freiland – für eine Autoflower hohe Werte.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Amnesia Flash × Autoflower-Linie</li>
<li><b>Genanteile:</b> indicabetont</li>
<li><b>THC:</b> keine Angabe des Züchters</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Erntereif:</b> 9 Wochen ab Keimung</li>
<li><b>Ertrag indoor:</b> 550 g/m²</li>
<li><b>Ertrag outdoor:</b> bis 200 g/Pflanze</li>
<li><b>Wuchshöhe:</b> bis 120 cm</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert, autoflowering</li>
</ul>
<h3>Aroma</h3>
<p>Wie die photoperiodische Mutter hat sie ein blumiges Aroma mit einer leicht scharfen Note, die an Chili erinnert.</p>
<h3>Wirkung</h3>
<p>Der Züchter beschreibt die Wirkung als lang anhaltend und kräftig.</p>
<h3>Hinweise</h3>
<p>Die hohe Harzproduktion macht die Sorte für Extrakte interessant. Einen THC-Prozentwert nennt Anesia hier nicht.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Selbstblühende Amnesia Flash mit nur neun Wochen von der Keimung bis zur Ernte – 550 g/m² indoor.</p>
",Amnesia Flash Auto Hanfsamen kaufen | Hanfjack,"Anesia Amnesia Flash Auto: autoflowering, 9 Wochen ab Keimung, 550 g/m² indoor. Jetzt bei Hanfjack bestellen.",Amnesia Flash Auto Samen,"anesiaseeds.com, abgerufen 14.09.2026"
21120,HJ-9579682,Anesia Seeds,Anesia Seeds Anesia Scout Cookies – 3 Samen,Angebote / Feminisiert,fertig,"<p>Die Anesia Scout Cookies geht auf einen Originalklon der Girl Scout Cookies aus San Francisco zurück, den Anesia mit einer Big Bazooka rückgekreuzt und anschließend erneut mit GSC verschnitten hat.</p>
<p>Die Blüte dauert neun bis zehn Wochen, indoor wie outdoor. Anesia nennt 650 g/m² indoor und über 750 g pro Pflanze draußen. Die Sorte verträgt kühlere Temperaturen gut.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> OG Kush × Durban Poison × Big Bazooka</li>
<li><b>Genanteile:</b> Hybrid</li>
<li><b>THC:</b> keine Angabe des Züchters</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Blütezeit:</b> 9 bis 10 Wochen</li>
<li><b>Ertrag indoor:</b> 650 g/m²</li>
<li><b>Ertrag outdoor:</b> über 750 g/Pflanze</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert</li>
</ul>
<h3>Aroma</h3>
<p>Die purpurfarbenen Phänotypen bringen ein süßes, fruchtiges Profil mit Minznote mit.</p>
<h3>Wirkung</h3>
<p>Der Züchter beschreibt die Wirkung als ausgesprochen kräftig.</p>
<h3>Hinweise</h3>
<p>Anesia bezeichnet die Sorte ausdrücklich als geeignet für Einsteiger wie für erfahrene Grower – die Widerstandsfähigkeit gegenüber kühleren Temperaturen ist dafür der Hauptgrund.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>OG Kush × Durban Poison mit GSC-Originalklon – 650 g/m² indoor, über 750 g pro Pflanze draußen.</p>
",Anesia Scout Cookies Hanfsamen kaufen | Hanfjack,"Anesia Scout Cookies: GSC-Originalklon-Kreuzung, 650 g/m² indoor, 9–10 Wochen Blüte. Jetzt bei Hanfjack bestellen.",Anesia Scout Cookies Samen,"anesiaseeds.com, abgerufen 14.09.2026"
18967,HJ-3589961,Anesia Seeds,Anesia Seeds Apricot Oz – 3 Stück,Feminisiert / Angebote,fertig,"<p>Apricot Oz kreuzt eine sehr aromatische Apricot Jelly mit einer THC-reichen OG – eine Verbindung aus ungewöhnlichem Geschmack und hoher Potenz.</p>
<p>Anesia beschreibt den Wuchs als kräftig und die Blüten als harzreich. Zu Blütezeit, Ertrag und Wuchshöhe macht der Züchter bei dieser Sorte keine Zahlenangaben.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Apricot Jelly × THC-reiche OG</li>
<li><b>Genanteile:</b> Hybrid</li>
<li><b>THC:</b> keine Angabe des Züchters</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Blütezeit:</b> keine Angabe des Züchters</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert</li>
</ul>
<h3>Aroma</h3>
<p>Der Züchter nennt Schokolade, Kekse und fruchtig-süße Aprikose.</p>
<h3>Wirkung</h3>
<p>Die Wirkung setzt unmittelbar ein, hält lange an und ist sowohl geistig als auch körperlich: erst ein Energieschub mit gehobener Stimmung, dann tiefe Entspannung.</p>
<h3>Hinweise</h3>
<p>Anesia weist ausdrücklich darauf hin, dass Einsteiger von dieser Sorte schnell überfordert sind. Zu Blütezeit, Ertrag und Wuchshöhe liegen keine Züchterangaben vor – wir erfinden dazu keine Werte.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Apricot Jelly × THC-reiche OG – Aprikose, Schokolade und Kekse bei ausgeprägter Potenz.</p>
",Apricot Oz Hanfsamen kaufen | Hanfjack,"Anesia Apricot Oz: Apricot Jelly × OG, Aroma aus Aprikose, Schokolade und Keksen. Jetzt bei Hanfjack bestellen.",Apricot Oz Samen,"anesiaseeds.com, abgerufen 14.09.2026"
18079,HJ-3128322,Anesia Seeds,Anesia Seeds Aura – 3 Samen,Angebote / Feminisiert,fertig,"<p>Aura verbindet Gorilla Piss mit Power Nap – ein exakt ausgewogener Hybride, für den Anesia bis zu 36 % THC angibt.</p>
<p>Der Züchter beschreibt den Verlauf in zwei Phasen: erst ein sanfter kopfbetonter Auftakt, dann eine tiefe körperliche Ruhe. Zu Blütezeit, Ertrag und Wuchshöhe macht Anesia keine Zahlenangaben.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Gorilla Piss × Power Nap</li>
<li><b>Genanteile:</b> 50 % Indica / 50 % Sativa</li>
<li><b>THC:</b> bis 36 % (Züchterangabe)</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Blütezeit:</b> keine Angabe des Züchters</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert</li>
</ul>
<h3>Wirkung</h3>
<p>Anesia nennt eine gehobene Stimmung, geschärfte Sinneswahrnehmung und tiefe körperliche Entspannung.</p>
<h3>Hinweise</h3>
<p>Zu Blütezeit, Ertrag und Wuchshöhe liegen uns keine Züchterangaben vor – wir tragen hier nur ein, was dokumentiert ist. Anesia gibt sehr hohe THC-Werte an und stützt sie auf eigene Labortests. Eine unabhängige Prüfung dieser Werte liegt uns nicht vor – wir geben sie als Züchterangabe weiter, nicht als gemessenen Wert.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Gorilla Piss × Power Nap mit bis zu 36 % THC – ausgewogener Hybride zwischen Klarheit und Ruhe.</p>
",Aura Hanfsamen kaufen | Hanfjack,"Anesia Aura: Gorilla Piss × Power Nap, bis 36 % THC, ausgewogener 50/50-Hybride. Jetzt bei Hanfjack bestellen.",Aura Samen,"anesiaseeds.com, abgerufen 14.09.2026"
21100,HJ-9841791,Anesia Seeds,Anesia Seeds Auto Betty – 3 Samen,Automatisch / Angebote,fertig,"<p>Die Auto Betty ist eine selbstblühende, sativabetonte Sorte aus dem Anesia-Programm.</p>
<p>Über die Einordnung als Sativa hinaus veröffentlicht Anesia zu dieser Sorte keine Beschreibung: weder Kreuzung noch THC-Gehalt, Blütezeit, Ertrag oder Wuchshöhe. Wir erfinden dazu keine Werte.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Genanteile:</b> sativabetont</li>
<li><b>THC:</b> keine Angabe des Züchters</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Erntereif:</b> keine Angabe des Züchters</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert, autoflowering</li>
</ul>
<h3>Hinweise</h3>
<p>Zu dieser Sorte liegt uns keine Sortenbeschreibung des Züchters vor. Die Angabe „sativabetont"" stammt aus den Produktdaten, alles Weitere ist nicht dokumentiert.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Selbstblühende, sativabetonte Sorte von Anesia – nähere Züchterangaben liegen nicht vor.</p>
",Auto Betty Hanfsamen kaufen | Hanfjack,"Anesia Auto Betty: selbstblühende sativabetonte Sorte, 3 Samen je Packung. Jetzt bei Hanfjack bestellen.",Auto Betty Samen,"anesiaseeds.com, abgerufen 14.09.2026"
21104,HJ-1441193,Anesia Seeds,Anesia Seeds Auto Blackberry Moonrocks – 3 Samen,Automatisch,fertig,"<p>Die Auto Blackberry Moonrocks ist die selbstblühende Fassung der Blackberry Moonrocks – gekreuzt aus Blue Moonrock, Auto Blueberry Banana und Blackberry Kush, selektiert auf Potenz und Geschmack.</p>
<p>Von der Keimung bis zur Ernte vergehen zehn Wochen. Die Blüten werden bei kühlen Nachttemperaturen fast schwarz – daher der Name, der auf Mondgestein anspielt.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> Blue Moonrock × Auto Blueberry Banana × Blackberry Kush</li>
<li><b>Genanteile:</b> indicabetont</li>
<li><b>THC:</b> bis 25 % (Züchterangabe)</li>
<li><b>CBD:</b> keine Angabe des Züchters</li>
<li><b>Erntereif:</b> 10 Wochen ab Keimung</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert, autoflowering</li>
</ul>
<h3>Aroma</h3>
<p>Der Züchter beschreibt ein ausgeprägt fruchtiges Aroma.</p>
<h3>Wirkung</h3>
<p>Indica-dominant, ergänzt um euphorische, stimmungshebende Anteile.</p>
<h3>Hinweise</h3>
<p>Anesia bezeichnet die Sorte ausdrücklich als nichts für Einsteiger. Die dunkle Färbung entsteht durch Anthocyane bei kühlen Nächten und ist kein Reifezeichen.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Blue Moonrock × Auto Blueberry Banana × Blackberry Kush mit bis zu 25 % THC – zehn Wochen ab Keimung.</p>
",Auto Blackberry Moonrocks Hanfsamen kaufen | Hanfjack,"Anesia Auto Blackberry Moonrocks: bis 25 % THC, 10 Wochen ab Keimung, fast schwarze Blüten. Jetzt bei Hanfjack bestellen.",Auto Blackberry Moonrocks Samen,"anesiaseeds.com, abgerufen 14.09.2026"
